,State,Offense_Year,Offense_Type,Offense_Count
107,OH,2012,drug_poss_opium,6857.0
108,OH,2012,drug_poss_other,4286.0
109,OH,2012,drug_poss_subtotal,26637.0
110,OH,2012,drug_poss_synthetic,1478.0
111,OH,2012,drug_sales_m,928.0
112,OH,2012,drug_sales_opium,1202.0
113,OH,2012,drug_sales_other,715.0
114,OH,2012,drug_sales_subtotal,3116.0
115,OH,2012,drug_sales_synthetic,271.0
116,OH,2012,drunkness,3075.0
117,OH,2012,embezzlement,14.0
118,OH,2012,forgery,1188.0
119,OH,2012,fraud,2434.0
120,OH,2012,g_all,3.0
121,OH,2012,g_b,0.0
122,OH,2012,g_n,0.0
123,OH,2012,g_t,59.0
124,OH,2012,ht_c_s_a,0.0
125,OH,2012,ht_i_s,0.0
126,OH,2012,larceny,33350.0
127,OH,2012,liquor,8996.0
128,OH,2012,manslaughter,5.0
129,OH,2012,mvt,775.0
130,OH,2012,murder,212.0
131,OH,2012,offense_family,3023.0
132,OH,2012,prostitution,921.0
133,OH,2012,prostitution_a_p_p,0.0
134,OH,2012,prostitution_p,0.0
135,OH,2012,prostitution_p_p,0.0
136,OH,2012,rape,463.0
137,OH,2012,robbery,2588.0
138,OH,2012,sex_offense,817.0
139,OH,2012,simple_assault,35404.0
140,OH,2012,stolen_property,3869.0
141,OH,2012,suspicion,25.0
142,OH,2012,vagrancy,9.0
143,OH,2012,vandalism,4376.0
144,OH,2012,weapons,3301.0
146,OH,2012,data_year,2012.0
147,OH,2013,aggravated_assault,4073.0
148,OH,2013,all_other_offenses,51183.0
149,OH,2013,arson,236.0
150,OH,2013,burglary,5247.0
151,OH,2013,curfew,501.0
152,OH,2013,disorderly,14898.0
153,OH,2013,driving,34322.0
154,OH,2013,drug_abuse_gt,30505.0
155,OH,2013,drug_poss_m,14857.0
156,OH,2013,drug_poss_opium,6837.0
157,OH,2013,drug_poss_other,3740.0
158,OH,2013,drug_poss_subtotal,26803.0
159,OH,2013,drug_poss_synthetic,1369.0
160,OH,2013,drug_sales_m,861.0
161,OH,2013,drug_sales_opium,1250.0
162,OH,2013,drug_sales_other,633.0
163,OH,2013,drug_sales_subtotal,2973.0
164,OH,2013,drug_sales_synthetic,229.0
165,OH,2013,drunkness,1723.0
166,OH,2013,embezzlement,39.0
167,OH,2013,forgery,1185.0
168,OH,2013,fraud,2495.0
169,OH,2013,g_all,3.0
170,OH,2013,g_b,0.0
171,OH,2013,g_n,1.0
172,OH,2013,g_t,19.0
173,OH,2013,ht_c_s_a,0.0
174,OH,2013,ht_i_s,0.0
175,OH,2013,larceny,31364.0
176,OH,2013,liquor,7455.0
177,OH,2013,manslaughter,14.0
178,OH,2013,mvt,732.0
179,OH,2013,murder,150.0
180,OH,2013,offense_family,1600.0
181,OH,2013,prostitution,1740.0
182,OH,2013,prostitution_a_p_p,0.0
183,OH,2013,prostitution_p,0.0
184,OH,2013,prostitution_p_p,0.0
185,OH,2013,rape,400.0
186,OH,2013,robbery,2291.0
187,OH,2013,sex_offense,715.0
188,OH,2013,simple_assault,32398.0
189,OH,2013,stolen_property,3211.0
190,OH,2013,suspicion,51.0
191,OH,2013,vagrancy,36.0
192,OH,2013,vandalism,3872.0
193,OH,2013,weapons,2962.0
195,OH,2013,data_year,2013.0
196,OH,2014,aggravated_assault,4018.0
197,OH,2014,all_other_offenses,53799.0
198,OH,2014,arson,202.0
199,OH,2014,burglary,4900.0
200,OH,2014,curfew,481.0
201,OH,2014,disorderly,16400.0
202,OH,2014,driving,35401.0
203,OH,2014,drug_abuse_gt,37458.0
204,OH,2014,drug_poss_m,18510.0
205,OH,2014,drug_poss_opium,8777.0
206,OH,2014,drug_poss_other,3956.0
207,OH,2014,drug_poss_subtotal,32706.0
208,OH,2014,drug_poss_synthetic,1463.0
209,OH,2014,drug_sales_m,1098.0
210,OH,2014,drug_sales_opium,1817.0
211,OH,2014,drug_sales_other,639.0
212,OH,2014,drug_sales_subtotal,3810.0
213,OH,2014,drug_sales_synthetic,256.0
214,OH,2014,drunkness,2603.0
215,OH,2014,embezzlement,52.0
216,OH,2014,forgery,1140.0
217,OH,2014,fraud,2560.0
218,OH,2014,g_all,5.0
219,OH,2014,g_b,0.0
220,OH,2014,g_n,0.0
221,OH,2014,g_t,35.0
222,OH,2014,ht_c_s_a,0.0
223,OH,2014,ht_i_s,0.0
224,OH,2014,larceny,33732.0
225,OH,2014,liquor,8423.0
226,OH,2014,manslaughter,5.0
227,OH,2014,mvt,764.0
228,OH,2014,murder,218.0
229,OH,2014,offense_family,1869.0
230,OH,2014,prostitution,1550.0
231,OH,2014,prostitution_a_p_p,0.0
232,OH,2014,prostitution_p,0.0
233,OH,2014,prostitution_p_p,0.0
234,OH,2014,rape,496.0
235,OH,2014,robbery,2162.0
236,OH,2014,sex_offense,687.0
237,OH,2014,simple_assault,32759.0
238,OH,2014,stolen_property,3381.0
239,OH,2014,suspicion,50.0
240,OH,2014,vagrancy,25.0
241,OH,2014,vandalism,3928.0
242,OH,2014,weapons,3274.0
244,OH,2014,data_year,2014.0
245,OH,2015,aggravated_assault,3772.0
246,OH,2015,all_other_offenses,55704.0
247,OH,2015,arson,214.0
248,OH,2015,burglary,4273.0
249,OH,2015,curfew,610.0
250,OH,2015,disorderly,15710.0
251,OH,2015,driving,35213.0
252,OH,2015,drug_abuse_gt,34940.0
253,OH,2015,drug_poss_m,16494.0
254,OH,2015,drug_poss_opium,8818.0
255,OH,2015,drug_poss_other,4056.0
256,OH,2015,drug_poss_subtotal,30924.0
257,OH,2015,drug_poss_synthetic,1457.0
258,OH,2015,drug_sales_m,912.0
259,OH,2015,drug_sales_opium,1603.0
260,OH,2015,drug_sales_other,510.0
261,OH,2015,drug_sales_subtotal,3279.0
262,OH,2015,drug_sales_synthetic,232.0
263,OH,2015,drunkness,1745.0
264,OH,2015,embezzlement,25.0
265,OH,2015,forgery,1070.0
266,OH,2015,fraud,2312.0
267,OH,2015,g_all,0.0
268,OH,2015,g_b,0.0
269,OH,2015,g_n,0.0
270,OH,2015,g_t,32.0
271,OH,2015,ht_c_s_a,0.0
272,OH,2015,ht_i_s,0.0
273,OH,2015,larceny,32500.0
274,OH,2015,liquor,6485.0
275,OH,2015,manslaughter,5.0
276,OH,2015,mvt,799.0
277,OH,2015,murder,180.0
278,OH,2015,offense_family,1845.0
279,OH,2015,prostitution,1275.0
280,OH,2015,prostitution_a_p_p,0.0
281,OH,2015,prostitution_p,0.0
282,OH,2015,prostitution_p_p,0.0
283,OH,2015,rape,448.0
284,OH,2015,robbery,2029.0
285,OH,2015,sex_offense,666.0
286,OH,2015,simple_assault,31149.0
287,OH,2015,stolen_property,3234.0
288,OH,2015,suspicion,8.0
289,OH,2015,vagrancy,83.0
290,OH,2015,vandalism,3551.0
291,OH,2015,weapons,3334.0
293,OH,2015,data_year,2015.0
294,OH,2016,aggravated_assault,4829.0
295,OH,2016,all_other_offenses,62831.0
296,OH,2016,arson,276.0
297,OH,2016,burglary,4118.0
298,OH,2016,curfew,567.0
299,OH,2016,disorderly,15637.0
300,OH,2016,driving,26614.0
301,OH,2016,drug_abuse_gt,39825.0
302,OH,2016,drug_poss_m,18527.0
303,OH,2016,drug_poss_opium,9892.0
304,OH,2016,drug_poss_other,5238.0
305,OH,2016,drug_poss_subtotal,35314.0
306,OH,2016,drug_poss_synthetic,1624.0
307,OH,2016,drug_sales_m,1050.0
308,OH,2016,drug_sales_opium,1761.0
309,OH,2016,drug_sales_other,569.0
310,OH,2016,drug_sales_subtotal,3622.0
311,OH,2016,drug_sales_synthetic,234.0
312,OH,2016,drunkness,2178.0
313,OH,2016,embezzlement,21.0
314,OH,2016,forgery,1073.0
315,OH,2016,fraud,2366.0
316,OH,2016,g_all,1.0
317,OH,2016,g_b,0.0
318,OH,2016,g_n,0.0
319,OH,2016,g_t,41.0
320,OH,2016,ht_c_s_a,0.0
321,OH,2016,ht_i_s,0.0
322,OH,2016,larceny,31511.0
323,OH,2016,liquor,6430.0
324,OH,2016,manslaughter,19.0
325,OH,2016,mvt,718.0
326,OH,2016,murder,228.0
327,OH,2016,offense_family,1741.0
328,OH,2016,prostitution,1342.0
329,OH,2016,prostitution_a_p_p,0.0
330,OH,2016,prostitution_p,0.0
331,OH,2016,prostitution_p_p,0.0
332,OH,2016,rape,507.0
333,OH,2016,robbery,2013.0
334,OH,2016,sex_offense,611.0
335,OH,2016,simple_assault,31448.0
336,OH,2016,stolen_property,3763.0
337,OH,2016,suspicion,31.0
338,OH,2016,vagrancy,102.0
339,OH,2016,vandalism,3790.0
340,OH,2016,weapons,3907.0
342,OH,2016,data_year,2016.0
343,OH,2017,aggravated_assault,6193.0
344,OH,2017,all_other_offenses,63121.0
345,OH,2017,arson,294.0
346,OH,2017,burglary,4570.0
347,OH,2017,curfew,558.0
348,OH,2017,disorderly,12854.0
349,OH,2017,driving,15508.0
350,OH,2017,drug_abuse_gt,41808.0
351,OH,2017,drug_poss_m,17590.0
352,OH,2017,drug_poss_opium,10042.0
353,OH,2017,drug_poss_other,7673.0
354,OH,2017,drug_poss_subtotal,36916.0
355,OH,2017,drug_poss_synthetic,1611.0
356,OH,2017,drug_sales_m,1081.0
357,OH,2017,drug_sales_opium,1438.0
358,OH,2017,drug_sales_other,837.0
359,OH,2017,drug_sales_subtotal,3528.0
360,OH,2017,drug_sales_synthetic,172.0
361,OH,2017,drunkness,4503.0
362,OH,2017,embezzlement,22.0
363,OH,2017,forgery,1005.0
364,OH,2017,fraud,2357.0
365,OH,2017,g_all,0.0
366,OH,2017,g_b,0.0
367,OH,2017,g_n,0.0
368,OH,2017,g_t,23.0
369,OH,2017,ht_c_s_a,1.0
370,OH,2017,ht_i_s,0.0
371,OH,2017,larceny,31612.0
372,OH,2017,liquor,5255.0
373,OH,2017,manslaughter,9.0
374,OH,2017,mvt,966.0
375,OH,2017,murder,266.0
376,OH,2017,offense_family,1718.0
377,OH,2017,prostitution,1164.0
378,OH,2017,prostitution_a_p_p,1041.0
379,OH,2017,prostitution_p,113.0
380,OH,2017,prostitution_p_p,8.0
381,OH,2017,rape,481.0
382,OH,2017,robbery,2239.0
383,OH,2017,sex_offense,509.0
384,OH,2017,simple_assault,35950.0
385,OH,2017,stolen_property,3279.0
386,OH,2017,suspicion,6.0
387,OH,2017,vagrancy,145.0
388,OH,2017,vandalism,4135.0
389,OH,2017,weapons,4340.0
391,OH,2017,data_year,2017.0
392,PA,2010,aggravated_assault,16222.0
393,PA,2010,all_other_offenses,54527.0
394,PA,2010,arson,661.0
395,PA,2010,burglary,9518.0
396,PA,2010,curfew,19207.0
397,PA,2010,disorderly,59340.0
398,PA,2010,driving,52053.0
399,PA,2010,drug_abuse_gt,56456.0
400,PA,2010,drug_poss_m,20884.0
401,PA,2010,drug_poss_opium,9921.0
402,PA,2010,drug_poss_other,3876.0
403,PA,2010,drug_poss_subtotal,37064.0
404,PA,2010,drug_poss_synthetic,2383.0
405,PA,2010,drug_sales_m,5881.0
406,PA,2010,drug_sales_opium,11158.0
407,PA,2010,drug_sales_other,840.0
408,PA,2010,drug_sales_subtotal,19392.0
409,PA,2010,drug_sales_synthetic,1513.0
410,PA,2010,drunkness,25354.0
411,PA,2010,embezzlement,403.0
412,PA,2010,forgery,2728.0
413,PA,2010,fraud,7488.0
414,PA,2010,g_all,102.0
415,PA,2010,g_b,11.0
416,PA,2010,g_n,26.0
417,PA,2010,g_t,139.0
418,PA,2010,ht_c_s_a,0.0
419,PA,2010,ht_i_s,0.0
420,PA,2010,larceny,46700.0
421,PA,2010,liquor,22780.0
422,PA,2010,manslaughter,38.0
423,PA,2010,mvt,2618.0
424,PA,2010,murder,557.0
425,PA,2010,offense_family,1239.0
426,PA,2010,prostitution,1985.0
427,PA,2010,prostitution_a_p_p,0.0
428,PA,2010,prostitution_p,0.0
429,PA,2010,prostitution_p_p,0.0
430,PA,2010,rape,988.0
431,PA,2010,robbery,6931.0
432,PA,2010,sex_offense,2705.0
433,PA,2010,simple_assault,48833.0
434,PA,2010,stolen_property,2823.0
435,PA,2010,suspicion,0.0
436,PA,2010,vagrancy,1345.0
437,PA,2010,vandalism,10538.0
438,PA,2010,weapons,4321.0
440,PA,2010,data_year,2010.0
441,PA,2011,aggravated_assault,16220.0
442,PA,2011,all_other_offenses,53874.0
443,PA,2011,arson,575.0
444,PA,2011,burglary,10290.0
445,PA,2011,curfew,13854.0
446,PA,2011,disorderly,52425.0
447,PA,2011,driving,51678.0
448,PA,2011,drug_abuse_gt,55260.0
449,PA,2011,drug_poss_m,20478.0
450,PA,2011,drug_poss_opium,9723.0
451,PA,2011,drug_poss_other,4441.0
452,PA,2011,drug_poss_subtotal,37040.0
453,PA,2011,drug_poss_synthetic,2398.0
454,PA,2011,drug_sales_m,5575.0
455,PA,2011,drug_sales_opium,10098.0
456,PA,2011,drug_sales_other,1056.0
457,PA,2011,drug_sales_subtotal,18221.0
458,PA,2011,drug_sales_synthetic,1491.0
459,PA,2011,drunkness,25357.0
460,PA,2011,embezzlement,451.0
461,PA,2011,forgery,2793.0
462,PA,2011,fraud,7118.0
463,PA,2011,g_all,69.0
464,PA,2011,g_b,26.0
465,PA,2011,g_n,29.0
466,PA,2011,g_t,124.0
467,PA,2011,ht_c_s_a,0.0
468,PA,2011,ht_i_s,0.0
469,PA,2011,larceny,49265.0
470,PA,2011,liquor,21248.0
471,PA,2011,manslaughter,28.0
472,PA,2011,mvt,2676.0
473,PA,2011,murder,451.0
474,PA,2011,offense_family,1314.0
475,PA,2011,prostitution,1974.0
476,PA,2011,prostitution_a_p_p,0.0
477,PA,2011,prostitution_p,0.0
478,PA,2011,prostitution_p_p,0.0
479,PA,2011,rape,988.0
480,PA,2011,robbery,6625.0
481,PA,2011,sex_offense,2555.0
482,PA,2011,simple_assault,47000.0
483,PA,2011,stolen_property,3082.0
484,PA,2011,suspicion,0.0
485,PA,2011,vagrancy,1081.0
486,PA,2011,vandalism,10015.0
487,PA,2011,weapons,4392.0
489,PA,2011,data_year,2011.0
490,PA,2012,aggravated_assault,16077.0
491,PA,2012,all_other_offenses,57976.0
492,PA,2012,arson,585.0
493,PA,2012,burglary,10276.0
494,PA,2012,curfew,17001.0
495,PA,2012,disorderly,50603.0
496,PA,2012,driving,50776.0
497,PA,2012,drug_abuse_gt,57300.0
498,PA,2012,drug_poss_m,20579.0
499,PA,2012,drug_poss_opium,9903.0
500,PA,2012,drug_poss_other,4967.0
501,PA,2012,drug_poss_subtotal,37911.0
502,PA,2012,drug_poss_synthetic,2466.0
503,PA,2012,drug_sales_m,5718.0
504,PA,2012,drug_sales_opium,10747.0
505,PA,2012,drug_sales_other,1396.0
506,PA,2012,drug_sales_subtotal,19390.0
507,PA,2012,drug_sales_synthetic,1524.0
508,PA,2012,drunkness,25506.0
509,PA,2012,embezzlement,451.0
510,PA,2012,forgery,2589.0
511,PA,2012,fraud,7178.0
512,PA,2012,g_all,87.0
513,PA,2012,g_b,16.0
514,PA,2012,g_n,34.0
515,PA,2012,g_t,137.0
516,PA,2012,ht_c_s_a,0.0
517,PA,2012,ht_i_s,0.0
518,PA,2012,larceny,51492.0
519,PA,2012,liquor,20054.0
520,PA,2012,manslaughter,46.0
521,PA,2012,mvt,2608.0
522,PA,2012,murder,557.0
523,PA,2012,offense_family,1719.0
524,PA,2012,prostitution,2149.0
525,PA,2012,prostitution_a_p_p,0.0
526,PA,2012,prostitution_p,0.0
527,PA,2012,prostitution_p_p,0.0
528,PA,2012,rape,963.0
529,PA,2012,robbery,6521.0
530,PA,2012,sex_offense,2654.0
531,PA,2012,simple_assault,46290.0
532,PA,2012,stolen_property,2818.0
533,PA,2012,suspicion,0.0
534,PA,2012,vagrancy,748.0
535,PA,2012,vandalism,9670.0
536,PA,2012,weapons,4280.0
538,PA,2012,data_year,2012.0
539,PA,2013,aggravated_assault,15680.0
540,PA,2013,all_other_offenses,58977.0
541,PA,2013,arson,481.0
542,PA,2013,burglary,9856.0
543,PA,2013,curfew,17251.0
544,PA,2013,disorderly,46970.0
545,PA,2013,driving,48317.0
546,PA,2013,drug_abuse_gt,57928.0
547,PA,2013,drug_poss_m,20633.0
548,PA,2013,drug_poss_opium,10256.0
549,PA,2013,drug_poss_other,5351.0
550,PA,2013,drug_poss_subtotal,38469.0
551,PA,2013,drug_poss_synthetic,2231.0
552,PA,2013,drug_sales_m,5427.0
553,PA,2013,drug_sales_opium,10946.0
554,PA,2013,drug_sales_other,1501.0
555,PA,2013,drug_sales_subtotal,19459.0
556,PA,2013,drug_sales_synthetic,1585.0
557,PA,2013,drunkness,24422.0
558,PA,2013,embezzlement,477.0
559,PA,2013,forgery,2641.0
560,PA,2013,fraud,7214.0
561,PA,2013,g_all,77.0
562,PA,2013,g_b,6.0
563,PA,2013,g_n,18.0
564,PA,2013,g_t,101.0
565,PA,2013,ht_c_s_a,0.0
566,PA,2013,ht_i_s,0.0
567,PA,2013,larceny,52044.0
568,PA,2013,liquor,16130.0
569,PA,2013,manslaughter,50.0
570,PA,2013,mvt,2413.0
571,PA,2013,murder,496.0
572,PA,2013,offense_family,1928.0
573,PA,2013,prostitution,2081.0
574,PA,2013,prostitution_a_p_p,0.0
575,PA,2013,prostitution_p,0.0
576,PA,2013,prostitution_p_p,0.0
577,PA,2013,rape,1189.0
578,PA,2013,robbery,6131.0
579,PA,2013,sex_offense,2530.0
580,PA,2013,simple_assault,45477.0
581,PA,2013,stolen_property,2675.0
582,PA,2013,suspicion,0.0
583,PA,2013,vagrancy,529.0
584,PA,2013,vandalism,8622.0
585,PA,2013,weapons,4379.0
587,PA,2013,data_year,2013.0
588,PA,2014,aggravated_assault,14342.0
589,PA,2014,all_other_offenses,61881.0
590,PA,2014,arson,482.0
591,PA,2014,burglary,8156.0
592,PA,2014,curfew,15441.0
593,PA,2014,disorderly,41715.0
594,PA,2014,driving,47828.0
595,PA,2014,drug_abuse_gt,58455.0
596,PA,2014,drug_poss_m,20346.0
597,PA,2014,drug_poss_opium,11061.0
598,PA,2014,drug_poss_other,6152.0
599,PA,2014,drug_poss_subtotal,40353.0
600,PA,2014,drug_poss_synthetic,2793.0
601,PA,2014,drug_sales_m,4567.0
602,PA,2014,drug_sales_opium,10692.0
603,PA,2014,drug_sales_other,1501.0
604,PA,2014,drug_sales_subtotal,18097.0
605,PA,2014,drug_sales_synthetic,1337.0
606,PA,2014,drunkness,23672.0
607,PA,2014,embezzlement,455.0
608,PA,2014,forgery,2302.0
609,PA,2014,fraud,7617.0
610,PA,2014,g_all,69.0
611,PA,2014,g_b,6.0
612,PA,2014,g_n,16.0
613,PA,2014,g_t,91.0
614,PA,2014,ht_c_s_a,0.0
615,PA,2014,ht_i_s,0.0
616,PA,2014,larceny,51895.0
617,PA,2014,liquor,14398.0
618,PA,2014,manslaughter,41.0
619,PA,2014,mvt,2376.0
620,PA,2014,murder,408.0
621,PA,2014,offense_family,1841.0
622,PA,2014,prostitution,2334.0
623,PA,2014,prostitution_a_p_p,0.0
624,PA,2014,prostitution_p,0.0
625,PA,2014,prostitution_p_p,0.0
626,PA,2014,rape,1106.0
627,PA,2014,robbery,5658.0
628,PA,2014,sex_offense,2276.0
629,PA,2014,simple_assault,43707.0
630,PA,2014,stolen_property,2516.0
631,PA,2014,suspicion,0.0
632,PA,2014,vagrancy,489.0
633,PA,2014,vandalism,7875.0
634,PA,2014,weapons,4806.0
636,PA,2014,data_year,2014.0
637,PA,2015,aggravated_assault,13249.0
638,PA,2015,all_other_offenses,55580.0
639,PA,2015,arson,471.0
640,PA,2015,burglary,7263.0
641,PA,2015,curfew,12153.0
642,PA,2015,disorderly,39503.0
643,PA,2015,driving,46916.0
644,PA,2015,drug_abuse_gt,56646.0
645,PA,2015,drug_poss_m,18483.0
646,PA,2015,drug_poss_opium,11581.0
647,PA,2015,drug_poss_other,6251.0
648,PA,2015,drug_poss_subtotal,39191.0
649,PA,2015,drug_poss_synthetic,2876.0
650,PA,2015,drug_sales_m,4375.0
651,PA,2015,drug_sales_opium,10074.0
652,PA,2015,drug_sales_other,1533.0
653,PA,2015,drug_sales_subtotal,17455.0
654,PA,2015,drug_sales_synthetic,1471.0
655,PA,2015,drunkness,22157.0
656,PA,2015,embezzlement,442.0
657,PA,2015,forgery,2478.0
658,PA,2015,fraud,8366.0
659,PA,2015,g_all,46.0
660,PA,2015,g_b,2.0
661,PA,2015,g_n,16.0
662,PA,2015,g_t,64.0
663,PA,2015,ht_c_s_a,0.0
664,PA,2015,ht_i_s,0.0
665,PA,2015,larceny,48189.0
666,PA,2015,liquor,11477.0
667,PA,2015,manslaughter,40.0
668,PA,2015,mvt,2338.0
669,PA,2015,murder,501.0
670,PA,2015,offense_family,1914.0
671,PA,2015,prostitution,1818.0
672,PA,2015,prostitution_a_p_p,0.0
673,PA,2015,prostitution_p,0.0
674,PA,2015,prostitution_p_p,0.0
675,PA,2015,rape,1106.0
676,PA,2015,robbery,5235.0
677,PA,2015,sex_offense,2418.0
678,PA,2015,simple_assault,43796.0
679,PA,2015,stolen_property,2484.0
680,PA,2015,suspicion,0.0
681,PA,2015,vagrancy,391.0
682,PA,2015,vandalism,7607.0
683,PA,2015,weapons,4529.0
685,PA,2015,data_year,2015.0
686,PA,2016,aggravated_assault,13266.0
687,PA,2016,all_other_offenses,48041.0
688,PA,2016,arson,437.0
689,PA,2016,burglary,6651.0
690,PA,2016,curfew,7368.0
691,PA,2016,disorderly,37125.0
692,PA,2016,driving,46791.0
693,PA,2016,drug_abuse_gt,57538.0
694,PA,2016,drug_poss_m,20192.0
695,PA,2016,drug_poss_opium,11803.0
696,PA,2016,drug_poss_other,6740.0
697,PA,2016,drug_poss_subtotal,40966.0
698,PA,2016,drug_poss_synthetic,2231.0
699,PA,2016,drug_sales_m,4107.0
700,PA,2016,drug_sales_opium,9574.0
701,PA,2016,drug_sales_other,1617.0
702,PA,2016,drug_sales_subtotal,16572.0
703,PA,2016,drug_sales_synthetic,1271.0
704,PA,2016,drunkness,21474.0
705,PA,2016,embezzlement,497.0
706,PA,2016,forgery,2428.0
707,PA,2016,fraud,8404.0
708,PA,2016,g_all,90.0
709,PA,2016,g_b,7.0
710,PA,2016,g_n,9.0
711,PA,2016,g_t,106.0
712,PA,2016,ht_c_s_a,0.0
713,PA,2016,ht_i_s,0.0
714,PA,2016,larceny,44589.0
715,PA,2016,liquor,9789.0
716,PA,2016,manslaughter,57.0
717,PA,2016,mvt,2456.0
718,PA,2016,murder,416.0
719,PA,2016,offense_family,1877.0
720,PA,2016,prostitution,1909.0
721,PA,2016,prostitution_a_p_p,0.0
722,PA,2016,prostitution_p,0.0
723,PA,2016,prostitution_p_p,0.0
724,PA,2016,rape,1050.0
725,PA,2016,robbery,5028.0
726,PA,2016,sex_offense,2279.0
727,PA,2016,simple_assault,41687.0
728,PA,2016,stolen_property,2506.0
729,PA,2016,suspicion,0.0
730,PA,2016,vagrancy,274.0
731,PA,2016,vandalism,7358.0
732,PA,2016,weapons,4969.0
734,PA,2016,data_year,2016.0
735,PA,2017,aggravated_assault,13911.0
736,PA,2017,all_other_offenses,47217.0
737,PA,2017,arson,362.0
738,PA,2017,burglary,6167.0
739,PA,2017,curfew,6738.0
740,PA,2017,disorderly,35939.0
741,PA,2017,driving,45496.0
742,PA,2017,drug_abuse_gt,63841.0
743,PA,2017,drug_poss_m,23127.0
744,PA,2017,drug_poss_opium,13076.0
745,PA,2017,drug_poss_other,7221.0
746,PA,2017,drug_poss_subtotal,46082.0
747,PA,2017,drug_poss_synthetic,2658.0
748,PA,2017,drug_sales_m,4666.0
749,PA,2017,drug_sales_opium,9960.0
750,PA,2017,drug_sales_other,1682.0
751,PA,2017,drug_sales_subtotal,17741.0
752,PA,2017,drug_sales_synthetic,1433.0
753,PA,2017,drunkness,21251.0
754,PA,2017,embezzlement,479.0
